cause,category_cause,effect,category_effect,relationship,frequency,num_papers,main_confidence,sample_evidence
SAM,model,dice coefficient of 86.6,outcome,generates,1,1,high,"experiments on the BraTS-Africa dataset yielded compelling results, with SAM attaining a Dice coefficient of 86.6."
foundation model,model,MRI segmentation,outcome,requires,1,1,high,these models are insufficient for MRI segmentation across the whole volume
foundation model,model,good segmentations,outcome,improves,1,1,medium,"can provide good segmentations in a few, specific slices"
foundation model,model,predictive modeling,outcome,enables,1,1,medium,foundation models trained on natural images are set to become key aspects of predictive modelling
SAM,model,computational capacity,problem,requires,1,1,high,SAM consists of heavy architectures and requires massive computational capacity
knowledge distillation method,model,lightweight student model,model,generates,1,1,high,we propose a full-stage knowledge distillation method to distill a lightweight student model
post-training quantization,model,computational cost,problem,reduces,1,1,high,adapt the post-training quantization to further reduce the computational cost
tiny sam,model,efficient,outcome,improves,1,1,high,our TinySAM leads to orders of magnitude computational reduction and pushes the envelope for efficient segment anything 
public dataset,data,effective segmentation algorithms,outcome,enables,1,1,high,valuable resource for addressing challenges specific to resource-limited settings.
3D model,model,scene editing,outcome,enables,1,1,high,we show that VPD's 3D structure enables scene editing and long-term predictions.
VPD,model,downstream applications,outcome,improves,1,1,high,These results pave the way for downstream applications ranging from video editing to robotic planning.
SAM,model,zero-shot transfer performance,outcome,improves,1,1,high,SAM has shown impressive zero-shot transfer performance for various computer vision tasks recently.
mobilesam,model,computational requirements,problem,reduces,1,1,high,MobileSAM proposes to replace the heavyweight image encoder in SAM with TinyViT by employing distillation.
vision transformer,model,state-of-the-art performance,outcome,enables,1,1,high,RepViT achieves the state-of-the-art performance and latency trade-off on mobile devices.
vision transformer,model,faster inference,outcome,improves,1,1,high,"RepViT-SAM can enjoy significantly better zero-shot transfer capability than MobileSAM, along with nearly $10	imes$ fast"
SAM,model,zero-shot transfer,outcome,improves,1,1,high,RepViT-SAM can enjoy significantly better zero-shot transfer capability than MobileSAM.
calibration module,model,depth annotation,outcome,improves,1,1,high,accurate gradient prior of RGB to sharpen the LR depth structure
FAM,model,propagates RGB components,outcome,enables,1,1,high,recursively conducts multiple spectrum differencing blocks (SDB)
SAM,model,fine-tuning with annotated volumes,data,requires,1,1,high,fine-tuning SAM with a few annotated volumes improves segmentation performance.
gradient domains,model,image segmentation,outcome,improves,1,1,high,both of which have the inherent ability to capture high-frequency structure
pseudo-labels,data,semi-supervised learning,model,improves,1,1,high,SAM are utilized as additional supervision to assist in the learning procedure.
SAM,model,mobile apps,interface,enables,1,1,high,making it a viable solution for mobile applications.
image segmentation,data,segmentation mask,data,generates,1,1,high,we employ salient object detection and simulate potential user clicks for foreground object selection.
segmentation mask,data,user expectations,interface,correlates,1,1,medium,A common user expectation is that a click on a specific part of an object will result in the segmentation of the entire 
data augmentation scheme,data,user experience,outcome,improves,1,1,high,we address this limitation through a novel data augmentation scheme.
pseudo-labels,data,SAM,model,adapts,1,1,high,to effectively adapt the SAM to the SSL setting
adaptation network,model,SAM predictions,model,refines,1,1,high,an adaptation network is then used to refine the SAM-predictions
pseudo-labels,data,labeled data,data,expands,1,1,high,the reliable pseudo-labels are selected to expand the labeled set for iterative training
prompting strategies,model,segmentation performance,outcome,improves,1,1,high,prompting strategies significantly influence segmentation performance.
RGB image,data,depth super-resolution,outcome,enables,1,1,high,RGB image is often used to promote this task
contact depth map,data,tactile saliency map,data,requires,1,1,high,TacSalNet predicts a tactile saliency map to describe the target areas for an input contact depth map.
visual domain randomization,adaptation,domain gap,problem,solves,1,1,high,bridge the visual sim-to-real domain gap is domain randomization (DR)
off-line optimized parameters,data,visuomotor policies,model,transfers_to,1,1,high,use off-line optimized DR parameters to train visuomotor policies in simulation
simulator-trained policies,model,real robot,adaptation,transfers_to,1,1,high,apply such policies to a real robot
visual variation,problem,robustness,outcome,evaluates,1,1,medium,evaluate the robustness of policies to visual variations in real scenes
generative model,data,large synthetic skull CT datasets,data,enables,1,1,high,SkullGAN aims to address the lack of sufficient skull CT slices for the purposes of training.
large synthetic datasets,data,training models,model,transfers_to,1,1,high,necessary for training neural networks for medical applications involving the human skull.
CycleGAN,data,mitigating challenges,outcome,improves,1,1,medium,SkullGAN makes it possible for researchers to generate large numbers of synthetic skull CT segments.
CT scan,data,training models,data,requires,1,1,high,Actual CT slices of 38 healthy subjects were used for training.
unsupervised domain adaptation,adaptation,digital twin calibration,outcome,enables,1,1,high,the resulting perception demonstrates the digital-twinned calibration process
pseudo-labels,data,segmentation network,model,transfers_to,1,1,high,use SAM as the initial stage to generate pseudo labels for further network training.
label quality evaluation,model,noisy labels,data,distinguishes,1,1,high,utilizes a label quality evaluation module to distinguish between noisy labels and clean labels.
noisy labels,data,clean inputs,data,corrects,1,1,high,enables the correction of the noisy labels using an uncertainty-based self-correction module.
clean set,data,segmentation network,model,replaces,1,1,high,retrain the segmentation network with updated labels to optimize its weights.
physics simulation,data,multimodal data,data,generates,1,1,high,establishes a robotic grasping system through physics simulation to collect a multimodal dataset
attention-guided cross-modality fusion architecture,model,prediction performance,outcome,improves,1,1,high,the proposed fusion framework achieves markedly enhanced prediction performance
trained model,model,real robotic systems,adaptation,transfers_to,1,1,high,the trained model can be reliably transferred to real robotic systems
